"Aircraft.Damage","Aircraft.Category","Amateur.Built","Purpose.of.Flight","Weather.Condition","Broad.Phase.of.Flight","Fatal","Engine.Count","Total.Injuries","Total.Passengers"
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,1
"Minor","Airplane","No","Business","VMC","DESCENT",0,"2+",1,1
"Destroyed","Airplane","No","Personal","VMC","CRUISE",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Instructional","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","Yes","Personal","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","MANEUVERING",0,"1",0,2
"Substantial","Airplane","No","Business","VMC","LANDING",0,"2+",0,1
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,1
"Destroyed","Airplane","No","Instructional","VMC","APPROACH",0,"1",0,1
"Destroyed","Airplane","No","Personal","VMC","APPROACH",1,"1",3,3
"Substantial","Airplane","No","Personal","VMC","APPROACH",0,"1",0,4
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"2+",0,1
"Substantial","Airplane","No","Instructional","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","No","Instructional","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","No","Instructional","VMC","TAKEOFF",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","DESCENT",0,"1",0,2
"Destroyed","Airplane","No","Personal","VMC","CRUISE",0,"1",0,1
"Substantial","Airplane","No","Instructional","VMC","APPROACH",0,"2+",0,2
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",1,2
"Substantial","Airplane","No","Instructional","VMC","TAKEOFF",0,"1",0,1
"Destroyed","Airplane","No","Personal","VMC","CLIMB",0,"1",2,2
"Destroyed","Airplane","No","Instructional","VMC","TAKEOFF",0,"1",2,2
"Destroyed","Airplane","Yes","Personal","VMC","MANEUVERING",1,"1",1,1
"Substantial","Airplane","No","Personal","VMC","TAXI",0,"1",1,2
"Substantial","Airplane","No","Personal","VMC","MANEUVERING",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","GO-AROUND",0,"1",1,1
"Substantial","Airplane","No","Instructional","VMC","CRUISE",0,"1",0,1
"Destroyed","Airplane","No","Personal","IMC","MANEUVERING",0,"1",1,1
"Destroyed","Airplane","No","Instructional","VMC","LANDING",0,"1",1,1
"Substantial","Airplane","No","Instructional","VMC","TAXI",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","APPROACH",0,"1",0,1
"Substantial","Airplane","No","Instructional","VMC","TAKEOFF",1,"1",3,3
"Destroyed","Airplane","No","Personal","VMC","APPROACH",1,"1",3,3
"Substantial","Airplane","No","Instructional","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Aerial Application","VMC","MANEUVERING",0,"1",0,1
"Destroyed","Airplane","No","Personal","VMC","APPROACH",1,"1",2,2
"Substantial","Airplane","No","Personal","VMC","APPROACH",0,"1",0,1
"Destroyed","Airplane","No","Business","IMC","CLIMB",1,"1",1,1
"Substantial","Airplane","No","Instructional","VMC","APPROACH",0,"1",0,2
"Destroyed","Airplane","No","Instructional","VMC","APPROACH",0,"1",0,2
"Substantial","Airplane","No","Instructional","VMC","LANDING",0,"1",0,1
"Destroyed","Airplane","No","Personal","VMC","CRUISE",0,"1",0,1
"Destroyed","Airplane","No","Ferry","VMC","APPROACH",1,"1",2,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"2+",0,4
"Substantial","Airplane","No","Executive/Corporate","VMC","LANDING",0,"2+",0,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Business","VMC","LANDING",0,"2+",0,1
"Substantial","Helicopter","No","Personal","VMC","CRUISE",0,"1",2,2
"Substantial","Airplane","Yes","Personal","VMC","LANDING",0,"1",1,1
"Substantial","Airplane","No","Aerial Application","VMC","MANEUVERING",0,"1",1,1
"Substantial","Airplane","No","Instructional","VMC","TAKEOFF",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","No","Business","VMC","LANDING",0,"2+",0,5
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,3
"Destroyed","Helicopter","No","Instructional","VMC","MANEUVERING",0,"1",1,2
"Substantial","Airplane","No","Business","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Aerial Application","VMC","MANEUVERING",0,"1",0,1
"Substantial","Helicopter","No","Aerial Application","VMC","MANEUVERING",0,"1",0,1
"Substantial","Airplane","No","Personal","IMC","APPROACH",0,"1",0,1
"Destroyed","Airplane","No","Personal","VMC","CRUISE",0,"1",1,2
"Minor","Airplane","Yes","Personal","VMC","TAKEOFF",0,"1",0,3
"Substantial","Airplane","No","Instructional","VMC","LANDING",0,"1",0,3
"Substantial","Airplane","No","Instructional","VMC","CRUISE",0,"1",0,1
"Substantial","Helicopter","No","Instructional","VMC","TAXI",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,2
"Substantial","Helicopter","No","Aerial Application","VMC","MANEUVERING",0,"1",0,1
"Substantial","Airplane","Yes","Personal","VMC","TAKEOFF",0,"1",0,1
"Destroyed","Airplane","No","Personal","VMC","APPROACH",1,"2+",1,1
"Substantial","Airplane","No","Instructional","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",1,1
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,2
"Destroyed","Airplane","No","Aerial Application","VMC","MANEUVERING",0,"1",0,1
"Substantial","Airplane","No","Instructional","VMC","TAKEOFF",0,"1",0,1
"Substantial","Airplane","No","Business","VMC","LANDING",0,"2+",0,1
"Substantial","Airplane","No","Instructional","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","Yes","Personal","VMC","TAKEOFF",0,"1",0,1
"Substantial","Airplane","No","Personal","IMC","CRUISE",1,"1",1,1
"Destroyed","Airplane","No","Personal","IMC","DESCENT",0,"1",1,1
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,3
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,4
"Substantial","Airplane","No","Personal","VMC","CRUISE",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,2
"Minor","Airplane","No","Aerial Application","VMC","MANEUVERING",0,"1",1,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Destroyed","Airplane","No","Personal","VMC","LANDING",1,"1",2,2
"Destroyed","Airplane","No","Instructional","VMC","GO-AROUND",1,"1",1,1
"Destroyed","Airplane","No","Personal","VMC","LANDING",0,"1",2,3
"Destroyed","Airplane","No","Business","VMC","CRUISE",1,"2+",1,1
"Destroyed","Airplane","No","Personal","VMC","TAKEOFF",0,"1",3,4
"Substantial","Airplane","No","Business","VMC","LANDING",0,"1",0,4
"Substantial","Airplane","No","Aerial Application","VMC","MANEUVERING",0,"1",0,1
"Destroyed","Helicopter","No","Personal","VMC","TAKEOFF",1,"1",1,1
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,4
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,1
"Substantial","Helicopter","No","Personal","VMC","TAKEOFF",0,"1",0,2
"Destroyed","Airplane","No","Personal","VMC","CRUISE",1,"1",2,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","No","Instructional","VMC","APPROACH",0,"1",0,2
"Destroyed","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,5
"Substantial","Airplane","No","Instructional","VMC","TAKEOFF",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","APPROACH",0,"1",2,2
"Substantial","Airplane","No","Personal","VMC","MANEUVERING",0,"1",2,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"2+",0,4
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","DESCENT",0,"1",0,3
"Substantial","Airplane","No","Instructional","VMC","TAXI",0,"1",0,3
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,3
"Destroyed","Airplane","No","Personal","IMC","CRUISE",1,"1",2,2
"Substantial","Airplane","No","Aerial Application","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","CRUISE",0,"1",1,2
"Minor","Airplane","No","Business","VMC","CLIMB",0,"2+",0,2
"Substantial","Airplane","No","Instructional","VMC","APPROACH",0,"1",0,2
"Destroyed","Airplane","No","Personal","VMC","MANEUVERING",0,"1",1,1
"Substantial","Airplane","No","Personal","VMC","CRUISE",0,"1",1,4
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"2+",0,4
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","No","Personal","IMC","CRUISE",0,"1",0,1
"Substantial","Airplane","Yes","Personal","IMC","CRUISE",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","No","Business","VMC","LANDING",0,"2+",0,1
"Substantial","Airplane","No","Business","VMC","CLIMB",0,"1",0,1
"Destroyed","Airplane","No","Personal","VMC","TAKEOFF",1,"2+",3,3
"Substantial","Airplane","No","Personal","VMC","CRUISE",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","APPROACH",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Destroyed","Helicopter","No","Personal","IMC","LANDING",0,"1",0,1
"Minor","Airplane","No","Personal","VMC","CRUISE",0,"1",0,2
"Substantial","Airplane","No","Personal","IMC","CRUISE",0,"1",1,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","CRUISE",0,"1",0,2
"Substantial","Airplane","No","Ferry","VMC","LANDING",0,"2+",0,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","Yes","Personal","VMC","APPROACH",0,"1",0,2
"Substantial","Airplane","No","Instructional","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","Yes","Personal","VMC","LANDING",0,"1",0,2
"Destroyed","Airplane","No","Business","VMC","TAKEOFF",0,"1",3,3
"Substantial","Airplane","No","Instructional","VMC","MANEUVERING",0,"1",2,2
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,4
"Destroyed","Airplane","No","Personal","IMC","CRUISE",1,"1",2,2
"Destroyed","Airplane","No","Aerial Application","VMC","MANEUVERING",1,"1",1,1
"Substantial","Airplane","No","Ferry","VMC","CRUISE",0,"1",0,1
"Destroyed","Airplane","No","Business","VMC","LANDING",0,"1",0,1
"Destroyed","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,3
"Destroyed","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Destroyed","Helicopter","No","Aerial Application","VMC","CRUISE",0,"1",1,1
"Substantial","Helicopter","No","Aerial Application","VMC","MANEUVERING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",1,3
"Substantial","Airplane","No","Executive/Corporate","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Instructional","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","CRUISE",0,"1",0,3
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,3
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,3
"Substantial","Airplane","No","Business","VMC","CRUISE",0,"2+",0,1
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,5
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,3
"Destroyed","Airplane","No","Personal","VMC","GO-AROUND",0,"1",0,2
"Substantial","Airplane","No","Instructional","VMC","TAKEOFF",0,"1",1,1
"Substantial","Airplane","No","Business","VMC","TAKEOFF",0,"1",0,4
"Substantial","Airplane","No","Personal","VMC","GO-AROUND",0,"1",2,2
"Destroyed","Airplane","No","Personal","VMC","APPROACH",0,"1",2,2
"Substantial","Airplane","No","Instructional","VMC","TAKEOFF",0,"1",1,2
"Substantial","Airplane","No","Business","VMC","APPROACH",0,"1",2,2
"Substantial","Helicopter","No","Personal","VMC","TAKEOFF",0,"1",0,4
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,1
"Destroyed","Airplane","No","Personal","VMC","CRUISE",0,"1",0,1
"Substantial","Helicopter","No","Aerial Application","VMC","MANEUVERING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","GO-AROUND",1,"1",3,3
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,3
"Minor","Airplane","No","Personal","VMC","APPROACH",0,"1",0,3
"Substantial","Airplane","No","Instructional","VMC","TAKEOFF",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",1,2
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",1,2
"Destroyed","Airplane","No","Personal","VMC","MANEUVERING",1,"1",1,1
"Substantial","Airplane","Yes","Personal","VMC","APPROACH",1,"1",2,2
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,4
"Destroyed","Airplane","No","Personal","VMC","TAKEOFF",0,"1",1,1
"Substantial","Airplane","No","Aerial Observation","IMC","CRUISE",0,"1",0,1
"Substantial","Airplane","No","Instructional","VMC","LANDING",0,"2+",0,2
"Destroyed","Airplane","No","Business","VMC","MANEUVERING",1,"1",2,2
"Destroyed","Airplane","No","Personal","IMC","TAKEOFF",1,"1",5,5
"Substantial","Airplane","No","Personal","VMC","APPROACH",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","CRUISE",0,"1",0,1
"Substantial","Helicopter","No","Personal","VMC","MANEUVERING",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,4
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,2
"Destroyed","Airplane","No","Personal","VMC","CRUISE",1,"1",1,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,3
"Minor","Airplane","No","Instructional","VMC","MANEUVERING",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,1
"Minor","Airplane","No","Personal","VMC","TAXI",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","CRUISE",0,"1",0,1
"Substantial","Airplane","No","Business","VMC","CRUISE",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"2+",0,3
"Substantial","Airplane","No","Instructional","VMC","LANDING",0,"2+",0,2
"Destroyed","Airplane","No","Personal","VMC","TAKEOFF",1,"2+",12,12
"Destroyed","Airplane","Yes","Personal","IMC","CRUISE",1,"1",2,2
"Substantial","Airplane","Yes","Personal","VMC","TAKEOFF",0,"1",0,1
"Substantial","Airplane","No","Instructional","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","CRUISE",0,"1",2,2
"Substantial","Helicopter","No","Aerial Application","VMC","MANEUVERING",0,"1",0,1
"Substantial","Airplane","No","Ferry","VMC","GO-AROUND",0,"2+",0,2
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",3,4
"Substantial","Airplane","No","Business","VMC","CRUISE",0,"1",1,1
"Substantial","Airplane","No","Business","VMC","LANDING",0,"1",1,3
"Destroyed","Airplane","No","Instructional","VMC","CRUISE",1,"1",2,4
"Substantial","Airplane","No","Instructional","VMC","MANEUVERING",1,"1",2,4
"Substantial","Airplane","No","Instructional","VMC","LANDING",0,"1",1,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","No","Instructional","VMC","TAKEOFF",0,"1",1,1
"Substantial","Airplane","No","Instructional","VMC","CLIMB",0,"1",2,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",3,3
"Substantial","Airplane","No","Executive/Corporate","VMC","LANDING",0,"2+",0,2
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,2
"Substantial","Airplane","No","Instructional","VMC","TAKEOFF",0,"1",0,2
"Substantial","Airplane","No","Instructional","VMC","CLIMB",0,"1",1,1
"Substantial","Airplane","No","Instructional","VMC","TAKEOFF",0,"1",0,1
"Substantial","Airplane","No","Aerial Application","VMC","MANEUVERING",0,"1",0,1
"Substantial","Airplane","No","Aerial Application","VMC","MANEUVERING",0,"1",0,1
"Destroyed","Airplane","No","Personal","IMC","CRUISE",0,"1",2,2
"Destroyed","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,2
"Substantial","Airplane","Yes","Personal","VMC","TAKEOFF",0,"1",3,3
"Substantial","Airplane","No","Personal","VMC","TAXI",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,4
"Substantial","Airplane","Yes","Personal","VMC","APPROACH",0,"1",1,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,3
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","No","Ferry","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Business","VMC","CLIMB",0,"2+",2,2
"Destroyed","Airplane","No","Personal","VMC","MANEUVERING",0,"1",0,2
"Substantial","Airplane","No","Instructional","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Instructional","VMC","LANDING",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","APPROACH",0,"1",0,1
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",1,3
"Destroyed","Airplane","No","Personal","VMC","MANEUVERING",1,"1",3,3
"Destroyed","Airplane","No","Personal","VMC","TAKEOFF",1,"1",2,2
"Substantial","Airplane","No","Personal","VMC","DESCENT",0,"1",2,3
"Destroyed","Airplane","Yes","Personal","VMC","MANEUVERING",0,"1",2,2
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","CRUISE",0,"1",0,1
"Substantial","Airplane","No","Instructional","VMC","LANDING",0,"1",1,1
"Substantial","Airplane","No","Personal","VMC","APPROACH",0,"1",0,1
"Substantial","Airplane","Yes","Instructional","VMC","LANDING",0,"1",2,2
"Destroyed","Airplane","Yes","Personal","VMC","MANEUVERING",0,"1",1,1
"Substantial","Airplane","No","Business","VMC","TAKEOFF",0,"2+",1,1
"Minor","Airplane","No","Instructional","VMC","TAXI",0,"1",0,1
"Destroyed","Airplane","No","Personal","VMC","TAKEOFF",0,"1",0,1
"Destroyed","Airplane","No","Business","VMC","CRUISE",1,"2+",2,2
"Substantial","Airplane","No","Aerial Application","VMC","MANEUVERING",0,"1",1,1
"Substantial","Airplane","No","Personal","VMC","DESCENT",0,"1",0,2
"Destroyed","Airplane","Yes","Personal","VMC","CLIMB",0,"1",0,2
"Substantial","Helicopter","No","Instructional","VMC","MANEUVERING",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","APPROACH",0,"1",0,2
"Destroyed","Airplane","No","Business","VMC","TAKEOFF",0,"1",0,2
"Destroyed","Airplane","No","Personal","VMC","CRUISE",1,"1",6,6
"Destroyed","Airplane","No","Personal","VMC","CRUISE",1,"1",6,6
"Substantial","Airplane","Yes","Personal","VMC","TAKEOFF",0,"1",0,2
"Substantial","Airplane","No","Personal","VMC","MANEUVERING",0,"1",2,2
"Destroyed","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Destroyed","Airplane","No","Business","VMC","TAKEOFF",1,"1",2,2
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,4
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",2,4
"Substantial","Airplane","No","Personal","VMC","TAKEOFF",0,"1",1,1
"Destroyed","Airplane","No","Personal","VMC","DESCENT",1,"1",2,2
"Destroyed","Airplane","No","Personal","VMC","CRUISE",1,"2+",5,5
"Substantial","Airplane","No","Personal","VMC","CRUISE",0,"1",2,2
"Destroyed","Airplane","Yes","Instructional","VMC","TAKEOFF",0,"1",2,2
"Destroyed","Airplane","No","Personal","VMC","CRUISE",1,"1",2,2
"Substantial","Airplane","No","Instructional","VMC","TAKEOFF",0,"1",0,2
"Substantial","Airplane","No","Aerial Application","VMC","MANEUVERING",0,"1",1,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",1,2
"Substantial","Airplane","No","Aerial Application","VMC","MANEUVERING",0,"1",1,1
"Destroyed","Airplane","No","Personal","VMC","TAKEOFF",1,"1",1,1
"Destroyed","Airplane","No","Aerial Application","VMC","MANEUVERING",0,"1",1,1
"Substantial","Airplane","No","Personal","VMC","LANDING",0,"1",0,2
"Destroyed","Airplane","No","Personal","VMC","MANEUVERING",1,"1",2,2
