"Aircraft.Damage","Amateur.Built","Purpose.of.Flight","Weather.Condition","Broad.Phase.of.Flight","Event.Year","Fatal","Engine.Count","Total.Injuries","Total.Passengers"
"Substantial","No","Instructional","VMC","MANEUVERING","1996-2000",0,"1",2,2
"Substantial","Yes","Personal","VMC","TAKEOFF","1996-2000",0,"1",0,2
"Substantial","No","Personal","VMC","CRUISE","1996-2000",0,"1",0,2
"Substantial","No","Personal","VMC","DESCENT","1996-2000",0,"1",0,2
"Substantial","No","Aerial Application","VMC","MANEUVERING","1996-2000",0,"1",1,1
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",0,2
"Substantial","No","Aerial Application","VMC","MANEUVERING","1996-2000",0,"1",1,1
"Destroyed","No","Instructional","VMC","LANDING","1996-2000",0,"1",0,1
"Substantial","No","Instructional","VMC","TAKEOFF","1996-2000",0,"1",2,2
"Substantial","No","Aerial Application","VMC","TAKEOFF","1996-2000",0,"1",0,1
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",0,2
"Substantial","No","Personal","VMC","TAKEOFF","1996-2000",0,"1",1,3
"Destroyed","No","Personal","VMC","TAKEOFF","1996-2000",1,"2+",2,2
"Destroyed","No","Personal","VMC","LANDING","1996-2000",0,"1",0,2
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",0,1
"Substantial","No","Personal","VMC","TAKEOFF","1996-2000",0,"1",1,2
"Substantial","No","Instructional","VMC","GO-AROUND","1996-2000",0,"1",0,2
"Substantial","No","Other Work Use","VMC","MANEUVERING","1996-2000",0,"1",0,1
"Substantial","No","Ferry","VMC","TAKEOFF","1996-2000",0,"1",0,1
"Substantial","No","Business","VMC","APPROACH","1996-2000",0,"1",0,1
"Substantial","No","Positioning","VMC","STANDING","1996-2000",0,"2+",0,2
"Destroyed","No","Aerial Application","VMC","TAKEOFF","1996-2000",0,"1",0,1
"Substantial","No","Aerial Application","VMC","TAKEOFF","1996-2000",0,"1",1,1
"Substantial","No","Personal","VMC","TAKEOFF","1996-2000",0,"1",1,1
"Substantial","No","Instructional","VMC","LANDING","1996-2000",0,"1",1,1
"Substantial","No","Personal","VMC","APPROACH","1996-2000",0,"1",2,2
"Substantial","No","Positioning","VMC","DESCENT","1996-2000",0,"1",1,1
"Substantial","No","Personal","VMC","CRUISE","1996-2000",0,"1",1,1
"Substantial","No","Aerial Application","VMC","TAKEOFF","1996-2000",0,"1",0,1
"Substantial","No","Instructional","VMC","TAKEOFF","1996-2000",0,"1",0,1
"Destroyed","Yes","Personal","VMC","CLIMB","1996-2000",0,"1",1,1
"Substantial","Yes","Personal","VMC","TAKEOFF","1996-2000",0,"1",1,2
"Substantial","No","Personal","VMC","APPROACH","1996-2000",0,"1",0,1
"Substantial","No","Instructional","VMC","LANDING","1996-2000",0,"2+",0,2
"Substantial","No","Personal","VMC","TAKEOFF","1996-2000",0,"1",2,2
"Substantial","No","Business","VMC","TAKEOFF","1996-2000",0,"1",0,1
"Substantial","No","Personal","VMC","GO-AROUND","1996-2000",0,"1",2,2
"Substantial","No","Personal","VMC","APPROACH","1996-2000",0,"1",0,1
"Destroyed","No","Personal","VMC","MANEUVERING","1996-2000",1,"1",2,2
"Substantial","No","Instructional","VMC","LANDING","1996-2000",0,"1",0,1
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",0,4
"Substantial","No","Personal","IMC","TAKEOFF","1996-2000",0,"1",1,1
"Substantial","No","Business","VMC","CRUISE","1996-2000",0,"1",0,1
"Substantial","No","Personal","VMC","APPROACH","1996-2000",0,"1",1,1
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",0,4
"Substantial","No","Instructional","VMC","LANDING","1996-2000",0,"1",0,1
"Destroyed","Yes","Personal","VMC","TAKEOFF","1996-2000",0,"1",1,1
"Substantial","No","Personal","VMC","STANDING","1996-2000",0,"1",0,1
"Substantial","No","Personal","VMC","STANDING","1996-2000",0,"1",0,1
"Substantial","No","Personal","VMC","TAKEOFF","1996-2000",0,"1",0,1
"Destroyed","Yes","Personal","VMC","MANEUVERING","1996-2000",1,"1",2,2
"Destroyed","No","Personal","IMC","MANEUVERING","1996-2000",1,"2+",2,2
"Substantial","Yes","Personal","VMC","LANDING","1996-2000",0,"1",0,1
"Substantial","No","Personal","VMC","CRUISE","1996-2000",0,"1",2,2
"Substantial","No","Business","VMC","TAKEOFF","1996-2000",0,"1",0,2
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",0,2
"Substantial","No","Aerial Application","VMC","TAKEOFF","1996-2000",0,"1",0,1
"Destroyed","No","Positioning","VMC","APPROACH","1996-2000",1,"2+",3,3
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",0,1
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",0,1
"Substantial","No","Personal","VMC","TAKEOFF","1996-2000",0,"1",0,1
"Substantial","No","Personal","VMC","TAKEOFF","1996-2000",0,"1",2,2
"Destroyed","No","Personal","IMC","CRUISE","1996-2000",1,"1",2,2
"Substantial","Yes","Personal","VMC","TAKEOFF","1996-2000",1,"1",1,1
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",0,2
"Destroyed","No","Personal","VMC","DESCENT","1996-2000",1,"1",3,3
"Substantial","No","Aerial Application","VMC","CRUISE","1996-2000",0,"1",0,1
"Substantial","No","Personal","VMC","CRUISE","1996-2000",0,"1",0,2
"Substantial","No","Personal","VMC","STANDING","1996-2000",0,"2+",0,2
"Substantial","No","Instructional","VMC","LANDING","1996-2000",0,"1",0,1
"Substantial","No","Personal","VMC","CRUISE","1996-2000",0,"1",0,2
"Substantial","No","Instructional","VMC","TAKEOFF","1996-2000",0,"1",0,1
"Minor","No","Personal","VMC","CLIMB","1996-2000",0,"1",0,3
"Substantial","No","Instructional","VMC","LANDING","1996-2000",0,"1",1,1
"Substantial","No","Personal","VMC","APPROACH","1996-2000",0,"1",0,2
"Substantial","No","Business","VMC","APPROACH","1996-2000",0,"1",2,2
"Substantial","No","Instructional","VMC","LANDING","1996-2000",0,"1",1,2
"Substantial","No","Personal","VMC","TAKEOFF","1996-2000",0,"1",2,2
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",0,2
"Substantial","No","Aerial Application","VMC","MANEUVERING","1996-2000",0,"1",1,1
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",0,2
"Substantial","No","Personal","VMC","MANEUVERING","1996-2000",0,"1",0,1
"Destroyed","No","Personal","VMC","MANEUVERING","1996-2000",1,"1",2,2
"Substantial","No","Personal","VMC","TAKEOFF","1996-2000",0,"1",0,4
"Substantial","No","Instructional","VMC","APPROACH","1996-2000",0,"1",0,3
"Substantial","No","Public Aircraft","VMC","LANDING","1996-2000",0,"1",0,2
"Substantial","No","Instructional","VMC","LANDING","1996-2000",0,"1",0,2
"Destroyed","Yes","Personal","VMC","TAKEOFF","1996-2000",0,"1",1,1
"Substantial","No","Aerial Application","VMC","MANEUVERING","1996-2000",0,"1",1,1
"Substantial","No","Aerial Application","VMC","TAKEOFF","1996-2000",0,"1",0,1
"Destroyed","No","Aerial Application","VMC","MANEUVERING","1996-2000",1,"1",1,1
"Destroyed","No","Personal","VMC","LANDING","1996-2000",0,"1",1,1
"Substantial","No","Personal","VMC","MANEUVERING","1996-2000",0,"1",2,2
"Substantial","No","Aerial Application","VMC","TAKEOFF","1996-2000",0,"1",0,1
"Destroyed","No","Aerial Application","VMC","TAKEOFF","1996-2000",0,"1",1,1
"Substantial","No","Business","VMC","MANEUVERING","1996-2000",0,"1",0,1
"Substantial","No","Business","VMC","MANEUVERING","1996-2000",0,"1",0,1
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"2+",0,6
"Substantial","No","Personal","VMC","CRUISE","1996-2000",0,"1",0,1
"Destroyed","Yes","Personal","VMC","MANEUVERING","1996-2000",1,"1",1,1
"Substantial","Yes","Personal","VMC","LANDING","1996-2000",0,"1",2,2
"Destroyed","No","Personal","VMC","TAKEOFF","1996-2000",1,"1",4,4
"Substantial","Yes","Personal","VMC","TAKEOFF","1996-2000",0,"1",2,2
"Substantial","No","Personal","VMC","TAKEOFF","1996-2000",0,"1",0,1
"Destroyed","No","Personal","VMC","MANEUVERING","1996-2000",1,"1",1,1
"Substantial","No","Personal","VMC","TAKEOFF","1996-2000",0,"2+",2,2
"Substantial","No","Personal","VMC","CRUISE","1996-2000",0,"1",0,1
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",0,1
"Substantial","No","Instructional","VMC","TAKEOFF","1996-2000",0,"1",0,2
"Substantial","Yes","Personal","VMC","TAKEOFF","1996-2000",0,"1",1,2
"Substantial","No","Personal","VMC","APPROACH","1996-2000",1,"1",3,3
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",0,2
"Substantial","No","Aerial Application","VMC","TAKEOFF","1996-2000",0,"1",1,1
"Destroyed","No","Instructional","VMC","MANEUVERING","1996-2000",1,"1",2,2
"Destroyed","No","Business","VMC","LANDING","1996-2000",1,"1",1,1
"Substantial","Yes","Personal","VMC","TAKEOFF","1996-2000",0,"1",0,2
"Substantial","No","Instructional","VMC","LANDING","1996-2000",0,"1",0,1
"Substantial","No","Aerial Application","VMC","TAKEOFF","1996-2000",0,"1",0,1
"Substantial","No","Personal","VMC","APPROACH","1996-2000",0,"1",0,4
"Substantial","No","Personal","VMC","CRUISE","1996-2000",0,"1",0,1
"Substantial","Yes","Personal","VMC","CLIMB","1996-2000",0,"1",1,1
"Destroyed","Yes","Personal","VMC","TAKEOFF","1996-2000",1,"1",1,1
"Substantial","No","Instructional","VMC","LANDING","1996-2000",0,"1",0,2
"Destroyed","Yes","Personal","VMC","DESCENT","1996-2000",0,"1",0,1
"Substantial","No","Instructional","VMC","TAKEOFF","1996-2000",0,"1",0,2
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",1,2
"Substantial","Yes","Personal","VMC","LANDING","1996-2000",0,"1",2,2
"Substantial","No","Aerial Application","VMC","MANEUVERING","1996-2000",0,"1",0,1
"Substantial","No","Personal","VMC","TAKEOFF","1996-2000",0,"1",0,1
"Destroyed","Yes","Personal","VMC","TAKEOFF","1996-2000",1,"1",1,1
"Substantial","No","Personal","VMC","CRUISE","1996-2000",0,"1",0,1
"Substantial","No","Public Aircraft","VMC","MANEUVERING","1996-2000",0,"1",2,2
"Substantial","No","Instructional","VMC","CLIMB","1996-2000",0,"1",0,2
"Substantial","No","Aerial Application","VMC","MANEUVERING","1996-2000",0,"1",1,1
"Destroyed","No","Personal","IMC","TAKEOFF","1996-2000",1,"1",2,2
"Substantial","No","Positioning","VMC","CRUISE","1996-2000",0,"1",0,1
"Substantial","No","Aerial Application","VMC","MANEUVERING","1996-2000",0,"1",0,1
"Substantial","No","Aerial Application","VMC","TAKEOFF","1996-2000",0,"1",0,1
"Substantial","No","Aerial Observation","VMC","CRUISE","1996-2000",0,"1",3,3
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",0,1
"Minor","Yes","Personal","VMC","APPROACH","1996-2000",0,"1",0,1
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",0,2
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",0,2
"Substantial","No","Personal","VMC","TAKEOFF","1996-2000",0,"1",3,3
"Substantial","No","Personal","VMC","APPROACH","1996-2000",0,"1",1,1
"Destroyed","No","Personal","VMC","MANEUVERING","1996-2000",1,"1",2,2
"Substantial","No","Personal","VMC","CLIMB","1996-2000",0,"1",0,4
"Substantial","No","Personal","VMC","TAKEOFF","1996-2000",0,"1",1,1
"Destroyed","Yes","Personal","VMC","MANEUVERING","1996-2000",1,"1",2,2
"Destroyed","No","Ferry","VMC","TAKEOFF","1996-2000",1,"2+",1,1
"Substantial","Yes","Personal","VMC","MANEUVERING","1996-2000",0,"1",1,1
"Substantial","No","Personal","VMC","APPROACH","1996-2000",0,"1",0,2
"Substantial","No","Personal","VMC","DESCENT","1996-2000",0,"1",1,1
"Substantial","No","Personal","VMC","CLIMB","1996-2000",0,"1",0,1
"Substantial","No","Personal","VMC","TAKEOFF","1996-2000",0,"1",0,2
"Substantial","No","Instructional","VMC","TAKEOFF","1996-2000",0,"1",1,1
"Substantial","No","Personal","VMC","TAKEOFF","1996-2000",0,"1",1,1
"Substantial","No","Other Work Use","VMC","MANEUVERING","1996-2000",0,"1",0,3
"Substantial","No","Business","VMC","CRUISE","1996-2000",0,"1",0,2
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",0,4
"Destroyed","No","Personal","VMC","MANEUVERING","1996-2000",1,"1",2,2
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",0,4
"Substantial","No","Aerial Application","VMC","TAKEOFF","1996-2000",0,"1",0,1
"Substantial","Yes","Personal","VMC","MANEUVERING","1996-2000",1,"1",1,1
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",0,1
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",0,2
"Substantial","No","Personal","VMC","TAKEOFF","1996-2000",0,"1",0,2
"Destroyed","No","Personal","VMC","TAKEOFF","1996-2000",1,"1",1,1
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"2+",0,1
"Substantial","No","Aerial Application","VMC","MANEUVERING","1996-2000",0,"1",1,1
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",0,2
"Substantial","No","Executive/Corporate","VMC","APPROACH","1996-2000",0,"2+",0,4
"Destroyed","No","Personal","IMC","DESCENT","1996-2000",1,"2+",1,1
"Substantial","No","Positioning","VMC","TAKEOFF","1996-2000",0,"2+",1,1
"Substantial","No","Personal","VMC","APPROACH","1996-2000",0,"1",0,4
"Substantial","No","Personal","VMC","APPROACH","1996-2000",0,"1",0,1
"Substantial","No","Instructional","VMC","GO-AROUND","1996-2000",0,"1",0,2
"Substantial","No","Aerial Application","VMC","MANEUVERING","1996-2000",0,"1",0,1
"Substantial","No","Public Aircraft","VMC","LANDING","1996-2000",0,"1",1,3
"Substantial","No","Instructional","VMC","LANDING","1996-2000",0,"1",0,1
"Substantial","No","Instructional","VMC","TAKEOFF","1996-2000",0,"1",0,1
"Substantial","Yes","Personal","VMC","TAKEOFF","1996-2000",0,"1",1,1
"Substantial","No","Personal","VMC","CRUISE","1996-2000",0,"1",0,1
"Substantial","No","Personal","VMC","CRUISE","1996-2000",0,"1",0,1
"Destroyed","No","Positioning","VMC","CRUISE","1996-2000",1,"1",1,1
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",0,2
"Substantial","No","Personal","VMC","TAKEOFF","1996-2000",0,"1",0,3
"Destroyed","No","Business","VMC","APPROACH","1996-2000",1,"1",2,2
"Substantial","No","Aerial Observation","VMC","LANDING","1996-2000",0,"1",0,1
"Substantial","No","Instructional","VMC","APPROACH","1996-2000",0,"1",0,2
"Substantial","No","Personal","VMC","DESCENT","1996-2000",0,"2+",0,3
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",0,2
"Substantial","No","Personal","VMC","TAKEOFF","1996-2000",0,"1",0,2
"Destroyed","No","Personal","VMC","MANEUVERING","1996-2000",1,"1",2,2
"Substantial","No","Personal","VMC","TAKEOFF","1996-2000",0,"1",2,2
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",0,1
"Substantial","Yes","Personal","VMC","CRUISE","1996-2000",0,"1",1,1
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",0,2
"Substantial","Yes","Personal","VMC","TAKEOFF","1996-2000",0,"1",0,2
"Substantial","Yes","Personal","VMC","MANEUVERING","1996-2000",0,"1",1,1
"Destroyed","Yes","Personal","VMC","MANEUVERING","1996-2000",1,"1",1,1
"Substantial","Yes","Personal","VMC","LANDING","1996-2000",0,"1",1,1
"Substantial","No","Personal","VMC","CRUISE","1996-2000",0,"1",0,4
"Destroyed","No","Personal","VMC","CRUISE","1996-2000",0,"1",1,1
"Substantial","No","Instructional","VMC","LANDING","1996-2000",0,"2+",0,2
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"2+",0,7
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",0,2
"Destroyed","No","Personal","IMC","CRUISE","1996-2000",1,"1",1,1
"Substantial","Yes","Personal","VMC","APPROACH","1996-2000",0,"1",0,1
"Substantial","No","Aerial Application","VMC","MANEUVERING","1996-2000",0,"1",1,1
"Substantial","No","Instructional","VMC","LANDING","1996-2000",0,"1",0,1
"Substantial","No","Aerial Application","VMC","MANEUVERING","1996-2000",0,"1",1,1
"Substantial","No","Personal","VMC","CRUISE","1996-2000",0,"1",0,1
"Substantial","No","Personal","VMC","TAKEOFF","1996-2000",0,"1",2,2
"Substantial","No","Personal","VMC","DESCENT","1996-2000",1,"1",1,1
"Substantial","No","Positioning","VMC","APPROACH","1996-2000",0,"2+",13,14
"Substantial","No","Personal","VMC","APPROACH","1996-2000",0,"1",0,1
"Substantial","No","Personal","VMC","TAXI","1996-2000",0,"1",0,1
"Substantial","Yes","Personal","VMC","CRUISE","1996-2000",0,"1",1,1
"Substantial","No","Business","VMC","LANDING","1996-2000",0,"1",0,1
"Substantial","No","Personal","VMC","TAKEOFF","1996-2000",0,"1",2,2
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",0,1
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",0,2
"Substantial","No","Positioning","VMC","CRUISE","1996-2000",0,"1",1,1
"Substantial","Yes","Personal","VMC","DESCENT","1996-2000",0,"1",1,2
"Substantial","No","Personal","VMC","TAKEOFF","1996-2000",0,"1",0,2
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",0,3
"Destroyed","No","Personal","IMC","CRUISE","1996-2000",0,"1",4,4
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",3,3
"Destroyed","No","Personal","VMC","CRUISE","1996-2000",0,"1",1,1
"Substantial","Yes","Personal","VMC","MANEUVERING","1996-2000",0,"1",1,1
"Substantial","No","Business","VMC","APPROACH","1996-2000",0,"1",5,5
"Minor","No","Personal","VMC","APPROACH","1996-2000",0,"1",0,3
"Substantial","No","Personal","VMC","APPROACH","1996-2000",0,"1",0,3
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",0,1
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",0,3
"Destroyed","No","Personal","VMC","MANEUVERING","1996-2000",1,"1",1,1
"Substantial","No","Personal","VMC","TAKEOFF","1996-2000",0,"1",0,1
"Destroyed","Yes","Personal","VMC","CRUISE","1996-2000",1,"1",1,1
"Substantial","No","Personal","IMC","APPROACH","1996-2000",1,"1",1,1
"Substantial","No","Aerial Application","VMC","MANEUVERING","1996-2000",0,"1",0,1
"Substantial","Yes","Personal","VMC","MANEUVERING","1996-2000",0,"1",1,1
"Destroyed","No","Personal","VMC","CRUISE","1996-2000",1,"1",4,4
"Substantial","No","Aerial Application","VMC","MANEUVERING","1996-2000",0,"1",1,1
"Substantial","Yes","Personal","VMC","APPROACH","1996-2000",1,"1",1,1
"Substantial","No","Instructional","VMC","LANDING","1996-2000",0,"1",0,1
"Substantial","No","Personal","VMC","TAKEOFF","1996-2000",0,"1",0,2
"Substantial","No","Personal","VMC","TAKEOFF","1996-2000",0,"1",0,1
"Substantial","No","Aerial Application","VMC","MANEUVERING","1996-2000",0,"1",1,1
"Destroyed","No","Personal","VMC","LANDING","1996-2000",0,"1",0,2
"Substantial","No","Instructional","VMC","LANDING","1996-2000",0,"1",2,2
"Substantial","No","Aerial Observation","VMC","TAKEOFF","1996-2000",0,"1",0,1
"Substantial","No","Ferry","VMC","CRUISE","1996-2000",0,"1",0,1
"Substantial","Yes","Personal","VMC","APPROACH","1996-2000",0,"1",1,1
"Substantial","No","Personal","VMC","CRUISE","1996-2000",0,"1",0,1
"Substantial","No","Business","IMC","LANDING","1996-2000",0,"2+",0,5
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",0,1
"Destroyed","No","Personal","IMC","CLIMB","1996-2000",0,"1",2,2
"Substantial","No","Personal","VMC","CRUISE","1996-2000",0,"1",0,2
"Substantial","No","Instructional","VMC","GO-AROUND","1996-2000",0,"1",0,2
"Substantial","Yes","Personal","VMC","CRUISE","1996-2000",0,"1",0,1
"Substantial","No","Personal","VMC","TAKEOFF","1996-2000",0,"1",2,2
"Destroyed","No","Public Aircraft","VMC","APPROACH","1996-2000",0,"1",1,1
"Substantial","No","Personal","VMC","GO-AROUND","1996-2000",0,"1",1,1
"Substantial","No","Instructional","VMC","TAKEOFF","1996-2000",0,"1",3,3
"Substantial","Yes","Personal","VMC","TAKEOFF","1996-2000",0,"1",0,1
"Destroyed","No","Positioning","IMC","TAKEOFF","1996-2000",1,"2+",4,4
"Destroyed","No","Executive/Corporate","VMC","TAKEOFF","1996-2000",1,"2+",4,4
"Substantial","Yes","Personal","VMC","STANDING","1996-2000",0,"1",1,1
"Substantial","Yes","Personal","VMC","LANDING","1996-2000",0,"1",0,1
"Substantial","Yes","Personal","VMC","APPROACH","1996-2000",0,"1",0,2
"Substantial","Yes","Personal","VMC","MANEUVERING","1996-2000",0,"1",2,2
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",2,2
"Substantial","No","Personal","VMC","TAKEOFF","1996-2000",0,"1",0,1
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"2+",0,3
"Substantial","No","Personal","VMC","LANDING","1996-2000",0,"1",1,1
"Substantial","No","Aerial Application","VMC","MANEUVERING","1996-2000",0,"1",0,1
"Substantial","Yes","Personal","VMC","LANDING","1996-2000",0,"1",0,1
"Substantial","No","Instructional","VMC","APPROACH","1996-2000",0,"2+",0,2
"Substantial","No","Personal","VMC","APPROACH","1996-2000",0,"1",4,6
